hh_pub_hex,emoji,unicode_codepoint,h,s,l
022cd6b2d80a456e044be4a4b8160f365b792fe869abfcd35d21a95d7411904545,⎭,U+23AD,354,77,58
028d764f711f166f8af0d2ce6ceb8dadf9e16465720f6b69197ef6940da8832c76,⍃,U+2343,326,69,64
02ed6b7846441d36f6daf183e49f116ca627825107b5e08af47ac37d683e7be64b,↛,U+219B,198,67,56
022a92b6d6f1694e9ab598a06556dc278ce756d311c408b762c7fefc5c07902dd3,↧,U+21A7,190,76,53
0227a10af9701f7fc4b377dc516b825e97cbe5f1cbda0e268851ae2c4ef2cdfa39,┙,U+2519,303,65,57
02c451ba375abf26e579b07e6fb1edbeda812376ddb302a13f00d25cf7a008e028,⍭,U+236D,73,77,51
02566e06f8dedeaf89139ec1c87bfdfc11f8714511aabe58552894559fdd1bd43e,┍,U+250D,175,85,59
02b350a7ca1b4f15222c904721f3d09b7b1f3b064c93e10573723565944889c044,⎹,U+23B9,46,83,62
027e8781d92dd3e9cb7d45e0fe80675382cfdf9afc47ee1795cff762361786439e,⏄,U+23C4,239,61,65
02a72dc86fc62c1654873430768a3e6b46f0f177b981ee6289373353be1a3489db,↪,U+21AA,205,84,63
02169b52dd26ade5300008fea4bed43173a73bb5d704994b69bcc22dbaf2a66fee,⎫,U+23AB,60,73,59
02786e6b8f71d1690170c283789807c8fa92e9e1da98b982dda5e792ecc23c9079,╮,U+256E,133,68,65
02d589a6f3ccd89d8bc76669792152d8b5a9c42dac182852e273130f69307f4c59,⎚,U+239A,327,70,57
025f85e1cb99fedf7b53c91dad4491a084edbf4335f11ef8327fcfdc716b214452,↽,U+21BD,41,66,59
02f1cceec7bab0eb0202e0ddc4b76f4cfc75479fd9ff1b092bebeb9a2100942bd2,┚,U+251A,240,66,69
02d1aeca427872e8ae20c40b6e8e367f6d76301a0820a8fa73cc053624398f5845,╜,U+255C,90,65,64
02bbd501144c88ee600e56a5df7c4016b06639ace99f8331dd3d29e5d73772a319,⍶,U+2376,194,73,65
0293395243dca868d99a8dd7fd98b0e2a5e65caeb1ce72620427cff3c0ec30f13b,⎺,U+23BA,262,64,64
02657face2573dcc89ca95cf0e3076b2e08b63afee0c171837b26034d0b51bc71b,╩,U+2569,354,77,60
02d7b637cfe8fd4a9541d49167455e72400676ed82ff8fc220f4d31d6c6e8e12bd,⎎,U+238E,316,60,52
0250646c90ca82f3f42d08a436bceb813429890738accce32d905927be66cc43f9,┰,U+2530,253,61,69
0272b857af7177d01a843908301cd886d52b22c2ee3c43a9dffdd4111cc95b1f52,┱,U+2531,95,66,65
02cb41546b7f92cf59e6409df4aa85abdb38c94c3746f2a6005ac619b8d514ecab,↔,U+2194,205,60,50
022e01388c52221339525c36fba245ff1e840609e53eee2b295bfe8e962f2da3c6,╩,U+2569,199,81,59
028dfbd4f9fabcc5cc23d04070bd53362d40287461d7d5ecb70121529a268468c0,⌝,U+231D,354,68,57
0275336c217d4b9df217bc9dc37b1eca991bedd8773b3da8d8d291ab63df3e2855,┵,U+2535,274,61,65
0202d21c2965cb4698f70515f05f798861ed7ef854966c2d996d083e2013c43f53,↹,U+21B9,46,69,65
02769361ccde5587776864dc0a5650c8dc2c842b4653186b851fabe7ae4b24dcdd,⍛,U+235B,94,75,65
023060e2d62fb7592c6599c16322853d1e9f0c899734f159a9a73d28d57c9e6032,⌙,U+2319,229,77,51
02fc5ee66a7e8efa1cf3096f5beae35342d75d9bf9f317c07b10cea1a3bbb79b88,⌵,U+2335,37,81,62
02be5861eda237a97d2ed358ec2387befb9887563805229350514b4625a6633077,⇏,U+21CF,135,69,57
0274860b51a440a62c72375c4d240b6657f2d8da2791e65db3a4f78f293cbef535,╀,U+2540,316,70,70
022044a3a4de109bdd1a4061b197f43c2c4b8bf9354c6dda85853c2f8832055e01,⇭,U+21ED,55,62,65
021009b1f743eae48c2f94c2837f0a31248d812295fe1ee5dd29c99e34a31dece3,⎤,U+23A4,190,80,68
02cceaee02fa97947ef13d13d5551d6ee6e36e700cbf14dac9c43b0692eabbf2fb,⌭,U+232D,16,65,68
0280102dd538736ad3efcd38ad8fd8a063b941e78095ec8ae660286a037cb32806,╫,U+256B,272,77,60
0234f1de979d34154750ee4d336c3e6116e177932dc180dcbefcb4f303d1539e4e,↢,U+21A2,90,77,56
02b5844204adf1fa285fa972d13064176063eac91a6ec908d5f884b78acab794d9,⌵,U+2335,344,71,50
0203873a8fa30ecbd0a35ddf955f3390b13dae81722259e4a95f668238653c6196,⌖,U+2316,332,82,60
0280df8b3d471b190241a8e6aa599fc229a8f25f8111a8854e25f812874ec5be9c,↖,U+2196,267,70,61
02dcffe97cd1a7347ec0a0bad8c765e1acf5808b60bdb0e92788e46439cfb51271,↡,U+21A1,12,82,57
0244adaf4791bb981488730cf5d901fe450aec82b2d51ab73a8d9feb411c68d0b0,⍪,U+236A,301,72,66
02743464d2599c26564034bfb0548cd05f64ede9ce1ab8ce1263da997b030ed5fc,⇹,U+21F9,205,74,66
02d52b3a21db555ba3f88fe0d88022e4713078e83d6e3cd8d39685fef42b02c482,⏸,U+23F8,100,76,60
026877f453c8238883becb953ee0bdfebea3483666615c6fefaa170d106106924d,↿,U+21BF,51,68,58
02f73c8d926f6b8398861e90e462ba1165dfa853863cec99ede7fab388899501c5,⎧,U+23A7,13,60,65
02a2fdffb290fb972604d6243e35b3fa057dba699772d32f3697ea8df01667ad66,®,U+00AE,315,67,57
02a2bc1075772dccccb2657434cf6f9864c8cae536b48c4e4de3934bcfa5282b31,↳,U+21B3,137,78,62
028e3913c6d68dc65128781f14ab123270bda7f31277dbc577fd6a0600c0f01360,⏉,U+23C9,32,62,54
024fd81d98e754922bb5ef8e90d42e90c0cdbe32c46c088efad67652f192346fb2,╿,U+257F,21,79,54
026ea7010fff5b2f574914151b33a4bdefa27329247398fc62724259fbaa4adf33,╇,U+2547,198,85,54
02f0e13bd81460e82edbe668c4855d8fef7ae05086f2241fdb556a9c95e6f0ed4f,‼,U+203C,306,80,70
0293c4f9171717f0b6059abd4f34a3cd3bf0103f8df1326e56241a00d438dc8108,╊,U+254A,168,80,54
02e024b810db9a754a4362cd2955403c6f44ff1da1706b5d8db787b8c672543006,⎛,U+239B,116,76,70
02bfcefd7a472f9dd3624b19ff624b31763cca717f1be8cd87a292b4994d218a14,⎈,U+2388,218,71,64
029b2dc1bfd8695f1f1a81ad9fbdc1ad59ec80a08e849f7c4a9d1460a5e2f10a00,⇔,U+21D4,175,64,52
02f3a1607b52622800eb012a11098e57138581e9ecad8e7b39e94ee6c1754cea3b,⍥,U+2365,112,70,57
02f668b94bf705ff5b468eccdf65803b7119a0186b434f00fbaddf97e415788f8f,⎳,U+23B3,270,67,68
025b2b94e2cb2739c2d11cb2e8d9cfebb6383168d765dbf5d0ae48eef65ba4b7de,⌊,U+230A,265,61,61
0276a126d86227704187e1f5b46c9d3da6889be666c98e12bd61e6f778f2df8fa7,⌿,U+233F,206,65,51
02c2b17f1d59dec6105b380cc8bb218e46bbdcb1eb9f1bd199c164e9ae690c281d,⇡,U+21E1,276,80,63
027345f3eb72aa19fa40ba046143cbd5b001106c494a66c174251a719973aa0001,⏬,U+23EC,79,67,57
0284d994a3350ba1602dacdb39d95ac8347221ff7e64e9f2751ceadc11cd857d3b,⏎,U+23CE,51,62,66
02684323ca96b5dde9fb4fa16181b81fc88ccbb3f07253e047f5297ce89845998e,┦,U+2526,347,63,53
021526d487a312764ba76e2754cefb19c13f289631a6771ee984c9ad6e3abf9883,←,U+2190,154,78,58
0279c8c35d1292e1397f4a22e2894cc260a243c43d8078e23c2ddcf6efa1224cc0,┵,U+2535,182,76,52
02e2499b9169c51efc385469084efa875652a11aaaae2947452f45f2a9267670f6,⏐,U+23D0,144,71,58
02bb7bc85e94dc0243cc4f449b4c54bddd897e2e999f25a4af647b001504948f2a,┪,U+252A,332,68,67
02e39bac4280050430d4309030a1ad49aaf616e786faf95ccdf5e547453739b0ea,⎾,U+23BE,110,71,55
023704be4eb2c59376333244dce7eab79d4feda3a88e5b05f3eb50df5fa37b0a3e,╍,U+254D,37,80,60
028dd89e534982bfb2d4b579763449cee89f11cafb9628ce539b22b4feca07971a,⌥,U+2325,310,62,64
02f479f546f39c83e32a2f373e87deab4b0b59bdc8bae3bcd0d231569afeb87840,↽,U+21BD,171,78,56
023c66c4eaeeb3ba2db5c2d26215eb8dba965ac26c31ef2006c41c0967b3ed8b19,⌯,U+232F,132,76,54
02a7ad293ec5e7e7447a79706fbe8afcedb957eadc6b8bcae78a18fc3a963bc0db,↷,U+21B7,181,80,60
023021848e72a8d9ef65745a5f0773502341c11e70a0aeb1844897f8ae612636b0,⍰,U+2370,238,81,52
025ec0301f795375f1918b4e7666755133ed967fef389ef2fa6999ef62e8fce206,⎹,U+23B9,260,62,50
0280008ba9f9ce163b6989ccd19ad3858f731bb2d5c285a72f0b272002edddae4e,⏇,U+23C7,153,70,50
02100cfd05b37503b3524585d6ddee30a89ace894e0af4099eccc696570218ee98,▁,U+2581,145,74,66
02153618ede24eb8e2ea472703e1579a48e31e866ff3ab08562572ccd88a7c431e,↜,U+219C,59,72,68
023649a7c6194720a5c2967a57d6e5241b7fca66fec3ba48be4d176263a13323b9,┽,U+253D,276,80,65
0235f8efd1b241eb34e5157adb4b150a30a7e6b143564e738ee24a529439c62925,⍁,U+2341,307,68,51
0263fc883fd80c853aa390b9d33547fe1acd127c19f18981205d53f128280389ad,┐,U+2510,255,84,57
02362096bfcc6db4a16f6513dbc4298554cb2b4d0eb8aad20ef6105fa79cf9c581,⍴,U+2374,260,73,56
025bc88f4f2465fe00b970857fab10c570d1db1a1db000856fb02119be999beaff,⌡,U+2321,38,81,64
023d9d7550e1def20ef90dd82a43a971b9553fb155f6ae9ad19ece02adc22da70e,⍼,U+237C,48,61,67
02a53b44f15e4b86440c135ab1e79fc63ce9497146d06e62ddd54216bc56cc288e,⇿,U+21FF,33,60,50
02da72399f2f48ffa02b81bd655aca907b6ed167c429b1e320b0088bdd4e41543c,⌛,U+231B,129,79,57
02afed6bf5180f7d1ebf904a122376e4ea6a610d12810dcbf80ec44b4aab645593,⌵,U+2335,88,85,67
026fc7c812ed92c79aaf0fe477be1e2aa7b9af4747ce2522c7545e8ac258b68845,⍥,U+2365,147,80,64
02907736957d11cdeff985aaa56d9b9f9bac91b9eddc8e8772bc77990908e75321,⌽,U+233D,130,60,66
02872cae29308d4bff3a59eb3a79658b6a5edee61db3583e3d56401b690a1cfb18,╝,U+255D,264,75,52
0269cb43bd87d589e5c9039e5ad6030b3884450b30fbec3a6cb06a2526164a7d14,⇮,U+21EE,256,76,60
02f459603ae63ea7e1534e7eb2d38de71bee88c423e2778ddef96bd7eebf0a12f1,⌡,U+2321,100,84,50
02bab3e21be09de8f15dd46a7b0b8c770f3a9d135894cb0fd45d5a8a638895ba61,↵,U+21B5,351,72,68
029b65e8a661d675f3046857b7ac6f32a9feea14b13d8dc6b8d06309a9c8c17488,┻,U+253B,356,60,66
02f004b0997dc7fbebe0a149f420717c19484e38457d1a1b70aecf713026c7fb98,⏝,U+23DD,89,83,57
0265bca6d1993bf61ebbb0012be10d5709da817713fd67c775c919942b6c84b927,⌎,U+230E,69,65,53
0205f0b7aa1f977ff5fc0fb646f67d0fdf35b25a030ef15ca79f88daedb032a4da,┱,U+2531,308,66,61
02dfd83e00b948f82707ad8fb35709b1c05992c6cbedd22e3fe30a56dccce3ef04,╆,U+2546,332,80,67
02c15a6cf9f6baebc541d04c6a0303cf584b116e9665c86a8f7fa7d503b59b059a,┃,U+2503,57,76,52
02dfe9f78df10b890d91493b92e52011383af04acf1f9cc35a0595eab7c8a47fa4,⍺,U+237A,24,83,66
02d368649a7946750e2cd71fdcc26c00bc534c1fc381d1e52289e35637e58f2755,▂,U+2582,150,68,54
02dcb8e46ef52300f3e47fb35d36d4f8452c6a6ac1850c7515a9766a989bc48bf5,⎮,U+23AE,152,73,54
02e0855e32e43f749f33b7c65521f9a6aa042d9eda92dee8363cf4622563e0dc16,⌃,U+2303,129,73,52
021908c995d0671ce79327ee5edaf62ff08aa844d77a19a20ed07f995284b312e7,↢,U+21A2,333,79,65
02eb576cd46c709437429a01b372c724cdf274c1a24f978ea212d9ffa88d88f96a,⇹,U+21F9,90,77,50
02d4adfd4488ddeca9d6599bc9a67b2c1cde942f41b5bebda0ed6a300e8c3851da,⌐,U+2310,359,64,61
02da576dca6282422d894800f0f8a57f62f100b019bea34b1c654ff7ccbf3ded8a,↗,U+2197,67,76,52
02da7b3ea60d35e0694c99fbce9532a58f4a503b8692425fd7dd01e8927c9c388a,⏫,U+23EB,10,67,70
02ca0627f33e8ff7643a801238a0095b407e305d126921b510409770afe7a141a9,⇮,U+21EE,90,61,68
0254056fc6c0110a586a4f00d186c38dfccd0a08268f53dd6d690c70e07272bb91,⌛,U+231B,3,83,68
023fe48fdc177113676671e50ca913047c04a903ae1ae47cdd7e05a8c4a9ea6d3a,⇽,U+21FD,295,70,50
0283e20ca271891d66a59adc42d2b424b2fcef5d937d12fdcd54af75e35102496e,⏇,U+23C7,3,77,58
023229d4e641d7ce8e929bb55eff452b5ab7ff7c885d88449d92c8b486e7c25236,╛,U+255B,96,69,62
02437b57e5d198c3ddc15e8bb2a2d1cb89c7001a0d61e2c90c2f5b0135748e48a3,⏳,U+23F3,215,66,61
020b399d1696b7fd0636916252bf312282086bda49c47146f9f7431f51991c8dba,┹,U+2539,199,69,67
02057599298e0f64cef7773c2f2fa69a308c7d3a8fd5dce35030fcc0d2e3cfbe4d,╨,U+2568,295,85,69
02d91dfd36aa3db3c552802e290ccbe8cef4d95b391b4720f8bc26ed8679d5385c,↦,U+21A6,37,81,65
028b518627e00e097e807dbf750a1ab77b54d9a3eb8c78534f748ac7d422df349a,⏽,U+23FD,97,64,54
025286448743295fbbf32174051cffdc2089dfab2db0b8eddd08e6085b5a3fa25c,⍃,U+2343,300,80,64
025ef823152def90bf5f2da1aa72b55507c0ecbffdb72dbdf363887a3dcc71f5ce,⍒,U+2352,321,64,59
02c62dd0b8fb092390f89b5f9fe2a4dfc4f66d28275a7cf89b900cf30fcb8f52d7,↺,U+21BA,302,69,66
02048bffce3b2f0ea9b3f58ad92291c1db9d66fd87d9c5f56f0a05683de399ac2f,↡,U+21A1,242,60,62
02c6ba60d8fabbdbbfad9c5b4ab75430931b1e59cccdfdaeff72dacde88fabd726,⎂,U+2382,16,64,51
02dc2466f3a0457ec20843e8648128c56ae329619e45ed222388fc2827a7a14f72,╥,U+2565,214,76,59
02a34c9e522287421ceb72e042d34674dd4b666e4eded17f0dc9acf51b7522729f,╒,U+2552,250,85,67
027942429b14ef2098d2396002469b181e17c384aaa72b51a3fb5dcb3a9c3b9e25,┻,U+253B,138,73,67
02470665835df22f9d53c03466b81e58cff38da4736b6011ce7044061bcfe20e9c,⌔,U+2314,47,80,56
02b6f3c622191729d633ad9bb76dc810fa9260e34216302808aa68591fe4c1f4bd,│,U+2502,248,82,63
0226eb05251f60c021470148e7d29c96cf8a232f6ca5f88f3ce6964e6d6f65899f,⇲,U+21F2,139,74,57
02a88ad6ab279004bb10db3a4e4a50b57a3fafa958c81901b1cdef30e3a8da4259,╓,U+2553,131,85,52
02c90aff7e6d3b280f1193af8c686aa1ff65905ce90c6422610fa379cb778cf3d9,┳,U+2533,258,80,61
02e663832aee633c7268c4fc1fa1bbc2f5ffd3a604ccf552cd04ff6d5fed521242,⎔,U+2394,270,69,57
02a4d10bb23801f6fec1b4ea63b9996e0e2548c51b19ba2f7d985f642335ebdabf,⏷,U+23F7,250,81,61
02a0ea0a684e0f636895b547673cad6c2f11f074c4bc40ef09f7bb1216199739b7,⏂,U+23C2,189,72,53
022dd11ea6c70b0f34c7891b25f576a006dcab92d40ba8870b99f734287f0b4f46,╹,U+2579,125,68,69
02bee7c3e07d2939c12b8cb0dd49a9612204d05591858b7438f2176212e0b94d76,⌙,U+2319,136,66,59
0277fc959fe0b5fcf356360d16ad045f494b261fa6adebea6e3df379a6caad7194,⇠,U+21E0,233,66,65
0263fb6d60371c95828eeb7ce7371bc37e4a238b3a0b0223cbfed66dddcc8dcfc7,┠,U+2520,115,60,54
02e22627e54224338a7a9c7e2003d918fd0f5086297e47808e61916ef7af788cb3,⇍,U+21CD,258,84,50
022fa4324c0f80498b9dd78f38bcef02003dc1e6e8279f5cb56c2fa0b97360b689,⌱,U+2331,63,65,68
02102c5eeecb6171773f621ec45e461e9cc7cd90a37e159558fd271414268a0c45,╳,U+2573,351,68,68
02855b93a9560b3844e98516242caa07564c8a85f85199840ff5ec52d5a65f9b29,⏊,U+23CA,231,73,70
023d0d51b742425ecca41c751594d9da94f94e7fd1f0ed94b02df094d218841e2e,⏌,U+23CC,159,73,64
025e07fe94ac922e324e02c036483fe017ddb5daed42bf6a3273a043fa00b0935f,⇔,U+21D4,124,64,63
02c4c00b592a90d2a1d420d6ce3bc253a076cb60b338a129e2cb517c259bdc446f,⎌,U+238C,92,81,63
020964a67f7f2278f79f5e26b1cad11f1bc5527bcec33ed8db77f66be1d59f6911,⎲,U+23B2,53,66,61
027dad48b83eef9a7b1c8a090a7893ed483a706adc3560965c964e163b7788eecf,┣,U+2523,330,60,55
0269c44de99528dc7a0d6721df4fc4504da8ded3a7527f2e1f567e07601108eda8,⌝,U+231D,179,75,54
02d33a43196b0cdf9acf8cb1be4b64f755f365ce1d128fabb943602b16a5abb788,⍒,U+2352,118,83,68
02bcfec6af360e00595046ed87769547e4dc5fc7afedfbdfafd6420ab427983dd0,⇁,U+21C1,272,79,57
021e56e86c6bb59e2ebb28d7282d5dd90794fea1bcfb6031f53b2be45065ec759e,┦,U+2526,151,63,65
02dbc342bb586d8bd1c45bfb3dd9b190b54a8230fe29809c98663fb7304f768988,▉,U+2589,150,79,57
020084f775bc434cffe4c195b3b13417ad8325f9d97107792dbd015fb5e99c63fd,╫,U+256B,246,60,60
022f71d5ec7b73e47b43f6af48a603b62f8bc6677a167589b42c16893481fc94ba,↮,U+21AE,57,78,56
021a22c5d9c6e1f7bd89f635c6eaf7e164579255eaed231e7812307bcc4024962b,╨,U+2568,287,71,57
024b669624e0ce428db796bb4f763d50038101e6a331db84b942161840b3a6688d,↵,U+21B5,200,76,59
02c48738ead2e0ac5fee030d14045d678ba2471cd266078a52f748ba9adb56d1c3,⍝,U+235D,11,79,68
02ee746805ba17a0a323c479480da85c07f75368c31bfff2456b9d7f1b9662a781,⎠,U+23A0,263,63,64
029d846a496a5643a0cc1a909147d7031fee3a6f4952d0dbc4b68b676a5f105975,⇵,U+21F5,204,80,63
02164292a11ea6867dbad065b6e7b76c27f629c660d464074fbaa4179efcf0158d,⎞,U+239E,288,60,63
02aa390161c99c77f3babc3019a6a49bf7d4ca8f9d58a874145712cded23cf10da,⍘,U+2358,101,79,68
020426d23b93601ab8d0a56d3a7e5b5c0a3e12db8960567647479836c83f0439d0,╕,U+2555,348,65,56
02f40487eb74426b28f261fe4b5378ea864532c9d274fe7f7279426527f2d57402,╶,U+2576,73,82,58
02324a6b97c3bc350aeb9cf786b6446c131dd1d5491b4d728cc8199dbc9d64df57,⇘,U+21D8,357,76,65
025d129edec411641154f754101ec3cb52c2d1210ff23e310d329e6f8d9c9d3542,⏏,U+23CF,341,64,63
02d62acf10f71779b610f7bea74656d3f12b41bfa17e97c614c9a23c6c39ed9aac,⌰,U+2330,344,79,55
02fed6d8febf8617de33f7f23a11cba9cd02634176d1d2baa93744374d68b7a137,⇥,U+21E5,276,70,63
024f047ff69be38ec61572b93845248391013f0c1eec9cb2b3f772b2a3fbb54dbf,⌵,U+2335,84,67,61
026cc2b3207189bca0dd798c36fd531a2ae74fd0886909c83ae599897fa1666f3a,‼,U+203C,152,68,52
026f49ed458746a519836fb34f1766ae786e35757909d59d39ccc5b71a25183b9f,⇹,U+21F9,218,83,54
025f55e11e4f05f28760845d85bc1dcabf6bf59e20daf5c85dc0a580eb686bb8eb,┫,U+252B,126,81,50
025cf5c02254308aab8d4246745946fba3ae3a89eb84ceb508e64c99d46eb034d0,⎺,U+23BA,10,69,53
027837ee2bf6bdff06f44370b9a6ff8307e143d8c1754d5bf1508c9f6a763ca228,┙,U+2519,97,85,61
02a5f075b036ad24083bd75558820190f86c9fdda1c715354999298587e19e8e9d,┿,U+253F,280,69,69
02c37295c5b839e7da5f4093f9d934ee015b4ae4443886c4a9b68c353fb3417b7f,↼,U+21BC,199,62,63
0252fd1dc506b10c1b06e25b545decfbf2d9c1f61836f86e6f8e13e9d2f8e0c554,⍘,U+2358,130,60,68
02c6fc7131783e3453243c77ba6268604b9eebce5d0d104bba2dc06f42a37e6b3c,⏹,U+23F9,147,75,65
02b7cd4f1a7139777a25f4ff515bbad7b4095ab3958d7bc81232a53f96ccb44143,⍷,U+2377,346,72,55
02de22b67c8587a0aed0df46ac302b0459ea5152f10d1d312ef494680b7ffc2c0d,⍦,U+2366,345,70,65
023b6a29126302317c5a20825834b6f7b26be785b5afbad2d01864ea4133aada9a,↤,U+21A4,140,75,60
02df016f74ff4c858772329089d9a851c7e27e557b1f3a0e4fcb533517abac6e56,╺,U+257A,237,72,51
02f92faae47a24f0e1f8278d0b9a9a4e71d02d0ce6e507866c2dd045b45389aa09,┎,U+250E,236,65,63
02d56d9df992b0609a72149d596e3fc8c7117d83bef730cced2c312c4a90b41698,⇚,U+21DA,186,78,55
02de6a7c667ccdb4dc25fd1ab63edc0acd8ba75e4f1219423007b60cb87cd3c3e7,⌰,U+2330,330,64,64
02d3fdc6277efb7bb8a87db658ea6cc155b91a193b89f8d1f9d25fe2460176d768,⌣,U+2323,18,82,62
02eabd5ddea1ee80c459f91a6a3cb1988b22dda65e6639da5e29a5d2e482b0843f,⌱,U+2331,150,85,57
02c9bc8d1970d2c4e4b8bbda0ea3bc0f5bb201d925a4e0444ccd96d7031900bc44,┐,U+2510,220,70,57
021b14834ec0f52dc27a8e64a68a2132edcf26d17e34a9d29295a57356c254d15a,╕,U+2555,263,83,59
020b82b8e808efb7c1e1f81191a54c770445a4fb09cc9e454795332831f63da356,▀,U+2580,312,65,68
02d38c1402d66986c8a9bf7f9f123518541b95d9f0007f110dae2b27c55970818c,↻,U+21BB,124,71,70
02d381b7ee718cefc44fda25ce62bdf514bb6830836df97e761289e5877dcc63b8,┺,U+253A,173,78,52
02828d0771af5d4908f63114334ab17868950ddf5f6c5817e7bd8276ad3f69d438,⇄,U+21C4,27,69,64
0237158c5b2ba38726d6d758224f01ee7354f6c6050cca30129e7bdb2fc91ce8b9,╿,U+257F,266,68,62
02e75d9ca2ea496a553fcf196a6a118b0046c3ec817564c78625c530751b21d91b,⇏,U+21CF,14,75,62
027257f0546635b090b381b372e3d09f15f05e053cc015f1f17523d4fb03cccc81,╴,U+2574,198,66,62
02640a3a310b24dfc9167e58e24d3a3c2b66325342e32327405cb5fb7effdf49a0,⏃,U+23C3,117,69,63
0257fed833c454051c2cac7b37bc32d3737612b9310f72741905df1b6db5cef710,⏱,U+23F1,339,79,54
02468305562497748f17c8b1712cd8856501236f3014acb9d2afd392732e13f26e,╕,U+2555,204,71,61
02f23c245c3ce9fb79d688cb2a1932a9e4c90886dc70be7ce10166b4acc8f0f5c0,⍿,U+237F,56,63,58
021410b815c0691c7ea8409219adea8c13dc6ea92414b0b8477c64391673962a09,⇈,U+21C8,284,70,66
021b8dc15483a24d23689813cc188a180f589190e02b0c793d1c570f057bc8ce34,⏌,U+23CC,241,62,51
02ad17c60305b08b5238926761654d1e7a8fd48e10328195995ce7abf625b389f8,↓,U+2193,31,79,58
02b136d6d6e31ec6082545824aa63b0485cdb5e9d33b4bcac6c27df252ef7e736c,⍤,U+2364,131,74,61
025d18a9f361c2a6ace60dba9620967863f01ede9a810d0588f4ca2a909455a9d3,└,U+2514,200,60,55
0254e7d9be5a0236f37d61fddf40f16e8d4d8e6bacc4dffd0d5f422f6e598753cc,↥,U+21A5,192,77,52
02f71029350e962c8ca8b68f72f603079726931712fe1103c83388a1200cf7a4e2,⎛,U+239B,180,81,53
028eabd90b72c4cc0f8a000407722f78c153ecb7d85386ad0c2fcf8c13c879384b,╇,U+2547,70,68,66
0294e3a8f96ae4fe8eeb7b8c18774e8d5489bf04781a5766fb173a088024e420d2,┡,U+2521,268,73,59
025c7e5cdcb02d7fd7a13670892e02705e450ad90c877613945ed38e9f4da9fd7e,⌕,U+2315,122,69,57
0251ecf994aed9a253493e4a41d31dba90e9787d4a36fb181b41bd997febf90949,⌎,U+230E,97,84,61
02448b3cfee3a53e4903653d7979eda97306683697f398d10baaeb803e2f95950e,⌿,U+233F,309,67,50
02b0506412ac922e55c2ad9c9e9ed8ab9da40cefe7ac5a7c38511ebf81716b7bf6,┐,U+2510,143,76,64
0231d5d7037cfaceb74f4cee35815e948f9f32ab86e119b1f9b1e78f524bbc59fc,╎,U+254E,224,69,70
02144d6b3215a4b87afd10a1db672555d298df3b583a7df2ac35cd5869f61fca56,⍮,U+236E,230,73,59
02b9e5a1b619241696da5a1fbae33eab416f565c1fdc099697eabc7a649055381c,↨,U+21A8,230,77,54
02d4b7717d3a04b097e8f6e252f32e6b92562a0faaf07f06a048029aa56426a484,⌚,U+231A,334,84,62
02c3a7ac5f207b435cf8728fc0bbc22f9335363e85de50e5539956852aa9bb149b,╂,U+2542,72,84,58
022920c5c209918bdccd0dc5d692ee9a611d6b4cabadf7a03efa98c1d0d60df565,⌌,U+230C,349,64,70
025f3ffc7deffadee47dd459d0ec31af4ea2bc0235e773e0f636496baadb229943,╭,U+256D,291,60,54
028dc463c0ad7a06a2818588074c917641a54b99d47c444ae67fe77a52191819fe,╩,U+2569,249,74,53
024268261647b1e0754b1070b63a98e06dcdf75f6801e8085be7e53c0a82007721,┐,U+2510,343,62,67
0202984116bd7becc5e7e4e637409f6acfc81f9bbfe7580e89746997be394c7a92,⏓,U+23D3,126,79,67
02612fa28d978adaccd683ce4a8ace7a3bea9ffabe170eeab1828e36c5540e81e9,⎐,U+2390,97,76,52
02c1d46b9e44eac63e37b20cdf33a9d294d71d667939744ae023789d2d63631d2c,⍦,U+2366,315,76,69
02e17cec8c77c9110fb61ca3ec86d6f59fe8072583da712ce5042141f13aa36660,⍒,U+2352,189,67,52
028c45a8a22bcbb73780f5fb83e07fffcde93b036313769310ebb486e50b3664e2,╗,U+2557,113,76,58
020942a1f220fcdeac202bc2e9ecdc1ffd12c73942b8740edfee4ee87497176217,⇿,U+21FF,114,74,53
0261a560bd09716467e0d029aa2eb4249baed18138fe95d8f03a10bea970506b16,⏠,U+23E0,198,68,64
02c5dc42bf1d8b1c18f757f1dde565512acf21ad6f7e9746dbf664f5592d1a975e,↷,U+21B7,6,61,66
026e65e1f8a589a1d68b8d351cbd47f89da058e2fae40f924260b94786b07a84b7,↝,U+219D,20,61,51
02788f8e85ad7e28cc84d9958af6be1334c5b554e69be82c72a7b0c75108e7a532,⏕,U+23D5,10,75,58
02bd1ae2456dae3e8f70f42f7af573fa1757ec6ccf4e0dfe03c648fceaceebf26b,⌅,U+2305,170,71,65
027e6c4f6ee90abe4e58360628153ee4cedb5f72870a27342f427d03a4c248fe8c,╶,U+2576,326,73,56
029c9e29f2c8cece933933c660b7abc8857f4315b81d6ed73ab97c859c8bfb5d3a,↖,U+2196,128,64,70
02759e94e6f60a89ecc9bb6a83a6f25e1881cf2093b99751a42458b7793828cfdc,╴,U+2574,51,80,70
02b2cae129955a9e2bfd8ffd4f14f4aa561cbb03c9aea6d881326546a656f0ce2e,╃,U+2543,101,79,66
02010742c34fe2ef4bcf0dea0d8db660447f0e90ff8984fce220bc490bfb9c153b,⎧,U+23A7,26,62,55
02d5157cc1e5cb33dac202d545c19e46698637d27418b282bfaff6dd0b0e691cd7,⏋,U+23CB,67,68,53
